4
af3	291.189083820663	455.691303581058	0.682291666666667	0.277756075541112
af4	457.58734442945	650.580231850119	0.5078125	0.373840800935966
f7	225.576548208127	354.41053893837	0.540798611111111	0.359559466881023
f8	958.992352676563	2103.37769024165	0.555555555555556	0.371720403725064
f3	951.010646273804	2110.08437955652	0.565972222222222	0.367992083756651
f4	394.435447593342	523.473977398521	0.220486111111111	0.250671239115298
fc5	347.597840755735	474.63363632116	0.432291666666667	0.363596133694378
fc6	958.487029539661	2173.69400296481	0.5703125	0.390138586042761
t7	893.318338581497	2011.90714955791	0.4765625	0.389581940728349
t8	939.310241415505	2129.02604105691	0.553819444444444	0.372667886575183
p7	897.594841805368	1829.72543423858	0.536458333333333	0.390625
p8	308.167641325536	278.472345953397	0.315972222222222	0.286484636839503
o1	951.339031339031	1998.00520805839	0.490451388888889	0.367321890628474
o2	877.521367521367	1797.18828339932	0.520833333333333	0.372641600137153
