7
af3	155.724996251313	142.952498070052	0.561631944444444	0.247065142044725
af4	176.254310991153	174.811217305527	0.537326388888889	0.24999397176374
f7	9.10331384015535	2.9157232291849	0.469618055555556	0.273063843020216
f8	188.046183835658	170.997550539406	0.465277777777778	0.274442871748193
f3	174.56890088469	176.168324243468	0.582465277777778	0.212940945923083
f4	174.769830559305	129.877291868118	0.565972222222222	0.229701999941242
fc5	157.212475633528	125.184027444752	0.598090277777778	0.270209395254774
fc6	200.928175138702	173.612512982001	0.427083333333333	0.232282324176852
t7	171.178587494377	174.025552256311	0.455729166666667	0.199112342225159
t8	188.632478632479	166.423490749813	0.508680555555556	0.242353897934685
p7	170.026990553306	162.875976560787	0.580729166666667	0.220540784997293
p8	125.904933273354	99.26544617976	0.384548611111111	0.371744728323436
o1	147.863247863248	157.105428011203	0.450520833333333	0.193200385322827
o2	155.132703553756	158.524467784168	0.549479166666667	0.183552189444855
